Utility,Food,Money,Health,Energy,Time Available,Buy Food,Work,Sleep,Socialize,
4.015367,8.8125,1,6.291475,10.44991,-2.75,0,0,1,0,
4.006691,8.75,1,6.281679,10.39991,-2.5,0,0,1,0,
3.997958,8.6875,1,6.271859,10.34991,-2.25,0,0,1,0,
3.989167,8.625,1,6.262016,10.29991,-2,0,0,1,0,
3.980318,8.5625,1,6.25215,10.24991,-1.75,0,0,1,0,
3.971408,8.5,1,6.24226,10.19991,-1.5,0,0,1,0,
3.962439,8.4375,1,6.232346,10.14991,-1.25,0,0,1,0,
3.953408,8.375,1,6.222407,10.09991,-1,0,0,1,0,
3.944315,8.3125,1,6.212444,10.0499,-0.75,0,0,1,0,
3.935159,8.25,1,6.202456,9.999905,-0.5,0,0,1,0,
3.925939,8.1875,1,6.192444,9.949904,-0.25,0,0,1,0,
3.916653,8.125,1,6.182405,9.899904,0,0,0,1,0,
3.907302,8.0625,1,6.172342,9.849904,0.25,0,0,1,0,
3.990327,8,1,6.759073,17.7999,-7.5,0,0,1,0,
3.981328,7.9375,1,6.751261,17.7499,-7.25,0,0,1,0,
3.972263,7.875,1,6.74344,17.69991,-7,0,0,1,0,
3.963134,7.8125,1,6.73561,17.64991,-6.75,0,0,1,0,
3.953937,7.75,1,6.727774,17.59991,-6.5,0,0,1,0,
3.944673,7.6875,1,6.719929,17.54991,-6.25,0,0,1,0,
3.93534,7.625,1,6.712075,17.49991,-6,0,0,1,0,
3.925938,7.5625,1,6.704214,17.44991,-5.75,0,0,1,0,
3.916465,7.5,1,6.696344,17.39991,-5.5,0,0,1,0,
3.906919,7.4375,1,6.688467,17.34991,-5.25,0,0,1,0,
3.897301,7.375,1,6.680581,17.29991,-5,0,0,1,0,
3.887608,7.3125,1,6.672687,17.24991,-4.75,0,0,1,0,
3.877839,7.25,1,6.664783,17.19991,-4.5,0,0,1,0,
3.867993,7.1875,1,6.656872,17.14991,-4.25,0,0,1,0,
3.858069,7.125,1,6.648952,17.09991,-4,0,0,1,0,
3.848065,7.0625,1,6.641024,17.04992,-3.75,0,0,1,0,
3.83798,7,1,6.633087,16.99992,-3.5,0,0,1,0,
3.827813,6.9375,1,6.625141,16.94992,-3.25,0,0,1,0,
3.817562,6.875,1,6.617187,16.89992,-3,0,0,1,0,
3.807225,6.8125,1,6.609224,16.84992,-2.75,0,0,1,0,
3.796802,6.75,1,6.601253,16.79992,-2.5,0,0,1,0,
3.78629,6.6875,1,6.593271,16.74992,-2.25,0,0,1,0,
3.775688,6.625,1,6.585282,16.69992,-2,0,0,1,0,
3.764993,6.5625,1,6.577283,16.64992,-1.75,0,0,1,0,
3.754206,6.5,1,6.569276,16.59992,-1.5,0,0,1,0,
3.743323,6.4375,1,6.561259,16.54992,-1.25,0,0,1,0,
3.732343,6.375,1,6.553233,16.49992,-1,0,0,1,0,
3.721263,6.3125,1,6.545198,16.44992,-0.75,0,0,1,0,
3.710083,6.25,1,6.537154,16.39993,-0.5,0,0,1,0,
3.6988,6.1875,1,6.5291,16.34993,-0.25,0,0,1,0,
3.687412,6.125,1,6.521038,16.29993,0,0,0,1,0,
3.675917,6.0625,1,6.512965,16.24993,0.25,0,1,0,0,
3.664313,6,2,6.504884,16.19993,-1.5,0,1,0,0,
3.652597,5.9375,2,6.496792,16.14993,-1.25,0,1,0,0,
3.640767,5.875,2,6.488691,16.09993,-1,0,1,0,0,
3.628821,5.8125,2,6.480581,16.04993,-0.75,0,1,0,0,
3.616756,5.75,2,6.472461,15.99993,-0.5,0,1,0,0,
3.60457,5.6875,2,6.464331,15.94993,-0.25,0,1,0,0,
3.59226,5.625,2,6.456191,15.89993,0,0,1,0,0,
3.579824,5.5625,2,6.448041,15.84993,0.25,1,0,0,0,
3.734312,6.5,1,6.439881,15.79993,0,1,0,0,0,
3.723381,6.4375,1,6.431712,15.74993,0.25,0,1,0,0,
3.712352,6.375,2,6.423532,15.69993,-1.5,0,1,0,0,
3.701224,6.3125,2,6.415342,15.64993,-1.25,0,1,0,0,
3.689995,6.25,2,6.407142,15.59993,-1,0,1,0,0,
3.678662,6.1875,2,6.398932,15.54993,-0.75,0,1,0,0,
3.667224,6.125,2,6.390711,15.49993,-0.5,0,1,0,0,
3.655679,6.0625,2,6.38248,15.44993,-0.25,0,1,0,0,
3.644024,6,2,6.374238,15.39993,0,0,1,0,0,
3.632257,5.9375,2,6.365986,15.34993,0.25,1,0,0,0,
3.777562,6.875,1,6.357723,15.29993,0,1,0,0,0,
3.767127,6.8125,1,6.349449,15.24993,0.25,0,1,0,0,
3.756605,6.75,2,6.341165,15.19993,-1.5,0,1,0,0,
3.745994,6.6875,2,6.33287,15.14993,-1.25,0,1,0,0,
3.735291,6.625,2,6.324564,15.09993,-1,0,1,0,0,
3.724497,6.5625,2,6.316247,15.04993,-0.75,0,1,0,0,
3.713608,6.5,2,6.30792,14.99993,-0.5,0,1,0,0,
3.702623,6.4375,2,6.299581,14.94993,-0.25,0,1,0,0,
3.691541,6.375,2,6.29123,14.89993,0,0,1,0,0,
3.680358,6.3125,2,6.282868,14.84993,0.25,0,1,0,0,
3.669075,6.25,3,6.274496,14.79993,-1.5,0,1,0,0,
3.657687,6.1875,3,6.266111,14.74993,-1.25,0,1,0,0,
3.646194,6.125,3,6.257716,14.69993,-1,0,1,0,0,
3.634593,6.0625,3,6.249309,14.64993,-0.75,0,1,0,0,
3.622882,6,3,6.24089,14.59993,-0.5,0,1,0,0,
3.611059,5.9375,3,6.232459,14.54992,-0.25,0,1,0,0,
3.599122,5.875,3,6.224016,14.49992,0,0,1,0,0,
3.587067,5.8125,3,6.215562,14.44992,0.25,1,0,0,0,
3.735236,6.75,2,6.207096,14.39992,0,1,0,0,0,
3.724566,6.6875,2,6.198617,14.34992,0.25,0,1,0,0,
3.713806,6.625,3,6.190126,14.29992,-1.5,0,1,0,0,
3.702953,6.5625,3,6.181624,14.24992,-1.25,0,1,0,0,
3.692005,6.5,3,6.173109,14.19992,-1,0,1,0,0,
3.680961,6.4375,3,6.164581,14.14992,-0.75,0,1,0,0,
3.669818,6.375,3,6.156041,14.09992,-0.5,0,1,0,0,
3.658576,6.3125,3,6.147489,14.04992,-0.25,0,1,0,0,
3.647231,6.25,3,6.138924,13.99992,0,0,1,0,0,
3.635782,6.1875,3,6.130345,13.94992,0.25,1,0,0,0,
3.775458,7.125,2,6.121755,13.89992,0,1,0,0,0,
3.765241,7.0625,2,6.113151,13.84992,0.25,1,0,0,0,
3.888474,8,1,6.104534,13.79992,0,1,0,0,0,
3.879215,7.9375,1,6.095904,13.74992,0.25,0,1,0,0,
3.869892,7.875,2,6.087261,13.69992,-1.5,0,1,0,0,
3.8605,7.8125,2,6.078605,13.64992,-1.25,0,1,0,0,
3.851041,7.75,2,6.069935,13.59992,-1,0,1,0,0,
3.841512,7.6875,2,6.061252,13.54992,-0.75,0,1,0,0,
3.831913,7.625,2,6.052554,13.49992,-0.5,0,1,0,0,
3.822242,7.5625,2,6.043844,13.44992,-0.25,0,1,0,0,
3.812499,7.5,2,6.035119,13.39992,0,0,1,0,0,
3.802681,7.4375,2,6.026381,13.34992,0.25,0,1,0,0,
3.792789,7.375,3,6.017628,13.29992,-1.5,0,1,0,0,
3.78282,7.3125,3,6.008862,13.24992,-1.25,0,1,0,0,
3.772774,7.25,3,6.000081,13.19992,-1,0,1,0,0,
3.76265,7.1875,3,5.991285,13.14992,-0.75,0,1,0,0,
3.752444,7.125,3,5.982476,13.09992,-0.5,0,1,0,0,
3.742157,7.0625,3,5.973651,13.04992,-0.25,0,1,0,0,
3.731788,7,3,5.964812,12.99992,0,0,1,0,0,
3.721334,6.9375,3,5.955959,12.94992,0.25,1,0,0,0,
3.846595,7.875,2,5.94709,12.89992,0,1,0,0,0,
3.837132,7.8125,2,5.938207,12.84992,0.25,0,1,0,0,
3.8276,7.75,3,5.929308,12.79992,-1.5,0,1,0,0,
3.817999,7.6875,3,5.920394,12.74992,-1.25,0,1,0,0,
3.808326,7.625,3,5.911464,12.69992,-1,0,1,0,0,
3.798581,7.5625,3,5.902519,12.64992,-0.75,0,1,0,0,
3.788763,7.5,3,5.893559,12.59992,-0.5,0,1,0,0,
3.778871,7.4375,3,5.884583,12.54992,-0.25,0,1,0,0,
3.768902,7.375,3,5.87559,12.49992,0,0,1,0,0,
3.758857,7.3125,3,5.866582,12.44992,0.25,0,1,0,0,
3.748734,7.25,4,5.857558,12.39992,-1.5,0,1,0,0,
3.738532,7.1875,4,5.848517,12.34992,-1.25,0,1,0,0,
3.728248,7.125,4,5.83946,12.29992,-1,0,1,0,0,
3.717883,7.0625,4,5.830387,12.24992,-0.75,0,1,0,0,
3.707433,7,4,5.821297,12.19992,-0.5,0,1,0,0,
3.696899,6.9375,4,5.81219,12.14992,-0.25,0,1,0,0,
3.686278,6.875,4,5.803066,12.09992,0,0,1,0,0,
3.675569,6.8125,4,5.793925,12.04992,0.25,1,0,0,0,
3.802921,7.75,3,5.784767,11.99992,0,1,0,0,0,
3.793236,7.6875,3,5.775591,11.94991,0.25,1,0,0,0,
3.906713,8.625,2,5.766398,11.89991,0,1,0,0,0,
3.897841,8.5625,2,5.757187,11.84991,0.25,1,0,0,0,
4.000136,9.5,1,5.747959,11.79991,0,1,0,0,0,
3.991926,9.4375,1,5.738712,11.74991,0.25,0,0,0,1,
4.017978,9.375,1,5.929448,11.69991,-1.5,0,0,0,1,
4.009722,9.3125,1,5.920165,11.64991,-1.25,0,0,0,1,
4.001415,9.25,1,5.910864,11.59991,-1,0,0,0,1,
3.993058,9.1875,1,5.901544,11.54991,-0.75,0,0,0,1,
3.984648,9.125,1,5.892205,11.49991,-0.5,0,0,0,1,
3.976186,9.0625,1,5.882848,11.44991,-0.25,0,0,0,1,
3.96767,9,1,5.873471,11.39991,0,0,0,0,1,
3.959101,8.9375,1,5.864076,11.34991,0.25,0,1,0,0,
3.950476,8.875,2,5.854661,11.29991,-1.5,0,1,0,0,
3.941796,8.8125,2,5.845226,11.24991,-1.25,0,1,0,0,
3.93306,8.75,2,5.835772,11.19991,-1,0,1,0,0,
3.924267,8.6875,2,5.826297,11.14991,-0.75,0,1,0,0,
3.915416,8.625,2,5.816802,11.09991,-0.5,0,1,0,0,
3.906506,8.5625,2,5.807287,11.04991,-0.25,0,1,0,0,
3.897537,8.5,2,5.797752,10.99991,0,0,1,0,0,
3.888507,8.4375,2,5.788196,10.94991,0.25,0,1,0,0,
3.879416,8.375,3,5.778619,10.89991,-1.5,0,1,0,0,
3.870263,8.3125,3,5.769022,10.84991,-1.25,0,1,0,0,
3.861047,8.25,3,5.759402,10.79991,-1,0,1,0,0,
3.851767,8.1875,3,5.749762,10.74991,-0.75,0,1,0,0,
3.842422,8.125,3,5.7401,10.69991,-0.5,0,1,0,0,
3.833012,8.0625,3,5.730415,10.64991,-0.25,0,1,0,0,
3.823534,8,3,5.72071,10.59991,0,0,1,0,0,
3.813989,7.9375,3,5.710981,10.54991,0.25,0,1,0,0,
3.804375,7.875,4,5.70123,10.49991,-1.5,0,1,0,0,
3.794691,7.8125,4,5.691457,10.44991,-1.25,0,1,0,0,
3.784936,7.75,4,5.681661,10.39991,-1,0,1,0,0,
3.775109,7.6875,4,5.671841,10.34991,-0.75,0,1,0,0,
3.765209,7.625,4,5.661998,10.29991,-0.5,0,1,0,0,
3.755235,7.5625,4,5.652132,10.24991,-0.25,0,1,0,0,
3.745184,7.5,4,5.642241,10.19991,0,0,1,0,0,
3.735058,7.4375,4,5.632328,10.14991,0.25,0,1,0,0,
3.724853,7.375,5,5.622389,10.09991,-1.5,0,1,0,0,
3.714568,7.3125,5,5.612426,10.04991,-1.25,0,1,0,0,
3.704204,7.25,5,5.602438,9.999907,-1,0,1,0,0,
3.693757,7.1875,5,5.592426,9.949907,-0.75,0,1,0,0,
3.683226,7.125,5,5.582388,9.899907,-0.5,0,1,0,0,
3.672611,7.0625,5,5.572324,9.849907,-0.25,0,1,0,0,
3.66191,7,5,5.562235,9.799907,0,0,1,0,0,
3.651121,6.9375,5,5.55212,9.749907,0.25,1,0,0,0,
3.776045,7.875,4,5.541978,9.699906,0,1,0,0,0,
3.76624,7.8125,4,5.53181,9.649906,0.25,0,0,0,1,
3.791944,7.75,4,5.721615,9.599906,-1.5,0,0,0,1,
3.782058,7.6875,4,5.711393,9.549906,-1.25,0,0,0,1,
3.772099,7.625,4,5.701143,9.499906,-1,0,0,0,1,
3.762064,7.5625,4,5.690866,9.449905,-0.75,0,0,0,1,
3.751953,7.5,4,5.680561,9.399905,-0.5,0,0,0,1,
3.741764,7.4375,4,5.670227,9.349905,-0.25,0,0,0,1,
3.731496,7.375,4,5.659865,9.299905,0,0,0,0,1,
3.721148,7.3125,4,5.649474,9.249905,0.25,1,0,0,0,
3.83993,8.25,3,5.639054,9.199904,0,1,0,0,0,
3.83047,8.1875,3,5.628604,9.149904,0.25,0,1,0,0,
3.820944,8.125,4,5.618124,9.099904,-1.5,0,1,0,0,
3.811349,8.0625,4,5.607615,9.049904,-1.25,0,1,0,0,
3.801686,8,4,5.597075,8.999904,-1,0,1,0,0,
3.791952,7.9375,4,5.586503,8.949903,-0.75,0,1,0,0,
3.782147,7.875,4,5.575901,8.899903,-0.5,0,1,0,0,
3.77227,7.8125,4,5.565267,8.849903,-0.25,0,1,0,0,
3.762319,7.75,4,5.554601,8.799903,0,0,1,0,0,
3.752294,7.6875,4,5.543902,8.749903,0.25,0,1,0,0,
3.742194,7.625,5,5.533172,8.699903,-1.5,0,1,0,0,
3.732016,7.5625,5,5.522408,8.649902,-1.25,0,1,0,0,
3.72176,7.5,5,5.51161,8.599902,-1,0,1,0,0,
3.711425,7.4375,5,5.500779,8.549902,-0.75,0,1,0,0,
3.701008,7.375,5,5.489914,8.499902,-0.5,0,1,0,0,
3.69051,7.3125,5,5.479014,8.449902,-0.25,0,1,0,0,
3.679929,7.25,5,5.468079,8.399901,0,0,1,0,0,
3.669262,7.1875,5,5.457108,8.349901,0.25,1,0,0,0,
3.789846,8.125,4,5.446102,8.299901,0,1,0,0,0,
3.780094,8.0625,4,5.43506,8.249901,0.25,1,0,0,0,
3.888055,9,3,5.423981,8.199901,0,1,0,0,0,
3.879034,8.9375,3,5.412864,8.1499,0.25,0,1,0,0,
3.869954,8.875,4,5.40171,8.0999,-1.5,0,1,0,0,
3.860813,8.8125,4,5.390518,8.0499,-1.25,0,1,0,0,
3.85161,8.75,4,5.379287,7.9999,-1,0,1,0,0,
3.842344,8.6875,4,5.368017,7.9499,-0.75,0,1,0,0,
3.833014,8.625,4,5.356708,7.899899,-0.5,0,1,0,0,
3.823621,8.5625,4,5.345358,7.849899,-0.25,0,1,0,0,
3.814162,8.5,4,5.333968,7.799899,0,0,1,0,0,
3.804636,8.4375,4,5.322537,7.749899,0.25,1,0,0,0,
3.907839,9.375,3,5.311065,7.699899,0,1,0,0,0,
3.898979,9.3125,3,5.29955,7.649899,0.25,1,0,0,0,
3.992716,10.25,2,5.287992,7.599898,0,1,0,0,0,
3.984404,10.1875,2,5.276391,7.549898,0.25,0,1,0,0,
3.976041,10.125,3,5.264747,7.499898,-1.5,0,1,0,0,
3.967626,10.0625,3,5.253057,7.449898,-1.25,0,1,0,0,
3.959159,10,3,5.241323,7.399898,-1,0,1,0,0,
3.950639,9.9375,3,5.229543,7.349897,-0.75,0,1,0,0,
3.942066,9.875,3,5.217717,7.299897,-0.5,0,1,0,0,
3.933439,9.8125,3,5.205844,7.249897,-0.25,0,1,0,0,
3.924757,9.75,3,5.193923,7.199897,0,0,1,0,0,
3.916018,9.6875,3,5.181954,7.149897,0.25,0,1,0,0,
3.907224,9.625,4,5.169936,7.099896,-1.5,0,1,0,0,
3.898373,9.5625,4,5.157869,7.049896,-1.25,0,1,0,0,
3.889463,9.5,4,5.145751,6.999896,-1,0,1,0,0,
3.880495,9.4375,4,5.133582,6.949896,-0.75,0,1,0,0,
3.871467,9.375,4,5.121362,6.899896,-0.5,0,1,0,0,
3.862379,9.3125,4,5.109089,6.849895,-0.25,0,1,0,0,
3.853229,9.25,4,5.096763,6.799895,0,0,1,0,0,
3.844017,9.1875,4,5.084382,6.749895,0.25,0,0,0,1,
3.873418,9.125,4,5.271947,6.699895,-1.5,0,0,0,1,
3.864172,9.0625,4,5.259456,6.649895,-1.25,0,0,0,1,
3.854864,9,4,5.246909,6.599895,-1,0,0,0,1,
3.84549,8.9375,4,5.234303,6.549894,-0.75,0,0,0,1,
3.83605,8.875,4,5.221641,6.499894,-0.5,0,0,0,1,
3.826543,8.8125,4,5.208919,6.449894,-0.25,0,0,0,1,
3.816969,8.75,4,5.196136,6.399894,0,0,0,0,1,
3.807326,8.6875,4,5.183292,6.349894,0.25,1,0,0,0,
3.907311,9.625,3,5.170387,6.299893,0,1,0,0,0,
3.898285,9.5625,3,5.157418,6.249893,0.25,1,0,0,0,
3.989281,10.5,2,5.144386,6.199893,0,1,0,0,0,
3.980762,10.4375,2,5.131289,6.149893,0.25,1,0,0,0,
4.064206,11.375,1,5.118125,6.099893,0,1,0,0,0,
4.056108,11.3125,1,5.104894,6.049892,0.25,0,1,0,0,
4.047959,11.25,2,5.091595,5.999892,-1.5,0,1,0,0,
4.039759,11.1875,2,5.078227,5.949892,-1.25,0,1,0,0,
4.031507,11.125,2,5.064787,5.899892,-1,0,1,0,0,
4.023202,11.0625,2,5.051276,5.849892,-0.75,0,1,0,0,
4.014843,11,2,5.037692,5.799891,-0.5,0,1,0,0,
4.006431,10.9375,2,5.024034,5.749891,-0.25,0,1,0,0,
3.997962,10.875,2,5.0103,5.699891,0,0,1,0,0,
3.989439,10.8125,2,4.996489,5.649891,0.25,1,0,0,0,
4.069805,11.75,1,4.9826,5.599891,0,1,0,0,0,
4.061664,11.6875,1,4.968631,5.549891,0.25,0,1,0,0,
4.053471,11.625,2,4.95458,5.49989,-1.5,0,1,0,0,
4.045223,11.5625,2,4.940448,5.44989,-1.25,0,1,0,0,
4.036922,11.5,2,4.926231,5.39989,-1,0,1,0,0,
4.028564,11.4375,2,4.911928,5.34989,-0.75,0,1,0,0,
4.020151,11.375,2,4.897538,5.29989,-0.5,0,1,0,0,
4.01168,11.3125,2,4.883059,5.249889,-0.25,0,1,0,0,
4.003152,11.25,2,4.868489,5.199889,0,0,1,0,0,
3.994565,11.1875,2,4.853827,5.149889,0.25,1,0,0,0,
4.071992,12.125,1,4.83907,5.099889,0,1,0,0,0,
4.06375,12.0625,1,4.824218,5.049889,0.25,0,1,0,0,
4.055451,12,2,4.809267,4.999888,-1.5,0,1,0,0,
4.047095,11.9375,2,4.794216,4.949888,-1.25,0,1,0,0,
4.03868,11.875,2,4.779063,4.899888,-1,0,1,0,0,
4.030205,11.8125,2,4.763806,4.849888,-0.75,0,1,0,0,
4.02167,11.75,2,4.748444,4.799888,-0.5,0,1,0,0,
4.013073,11.6875,2,4.732972,4.749887,-0.25,0,1,0,0,
4.004414,11.625,2,4.717389,4.699887,0,0,1,0,0,
3.99569,11.5625,2,4.701694,4.649887,0.25,0,1,0,0,
3.986901,11.5,3,4.685882,4.599887,-1.5,0,1,0,0,
3.978046,11.4375,3,4.669952,4.549887,-1.25,0,1,0,0,
3.969124,11.375,3,4.653902,4.499887,-1,0,1,0,0,
3.960133,11.3125,3,4.637729,4.449886,-0.75,0,1,0,0,
3.951072,11.25,3,4.621428,4.399886,-0.5,0,1,0,0,
3.94194,11.1875,3,4.605,4.349886,-0.25,0,1,0,0,
3.932734,11.125,3,4.588438,4.299886,0,0,1,0,0,
3.923455,11.0625,3,4.571742,4.249886,0.25,1,0,0,0,
4.001112,12,2,4.554907,4.199885,0,1,0,0,0,
3.992156,11.9375,2,4.53793,4.149885,0.25,0,1,0,0,
3.983126,11.875,3,4.520808,4.099885,-1.5,0,1,0,0,
3.974022,11.8125,3,4.503538,4.049885,-1.25,0,1,0,0,
3.96484,11.75,3,4.486115,3.999885,-1,0,1,0,0,
3.955581,11.6875,3,4.468535,3.949885,-0.75,0,1,0,0,
3.946241,11.625,3,4.450796,3.899885,-0.5,0,1,0,0,
3.936819,11.5625,3,4.432892,3.849885,-0.25,0,1,0,0,
3.927314,11.5,3,4.414819,3.799885,0,0,1,0,0,
3.917723,11.4375,3,4.396574,3.749885,0.25,0,1,0,0,
3.908044,11.375,4,4.37815,3.699885,-1.5,0,1,0,0,
3.898276,11.3125,4,4.359544,3.649885,-1.25,0,1,0,0,
3.888415,11.25,4,4.34075,3.599885,-1,0,1,0,0,
3.87846,11.1875,4,4.321763,3.549885,-0.75,0,1,0,0,
3.868409,11.125,4,4.302578,3.499885,-0.5,0,1,0,0,
3.858259,11.0625,4,4.283189,3.449885,-0.25,0,1,0,0,
3.848007,11,4,4.263589,3.399885,0,0,1,0,0,
3.83765,10.9375,4,4.243773,3.349885,0.25,1,0,0,0,
3.915155,11.875,3,4.223735,3.299886,0,1,0,0,0,
3.905068,11.8125,3,4.203467,3.249886,0.25,0,1,0,0,
3.894873,11.75,4,4.182962,3.199886,-1.5,0,1,0,0,
3.884567,11.6875,4,4.162213,3.149886,-1.25,0,1,0,0,
3.874146,11.625,4,4.141212,3.099886,-1,0,1,0,0,
3.863608,11.5625,4,4.119951,3.049886,-0.75,0,1,0,0,
3.852949,11.5,4,4.098421,2.999886,-0.5,0,1,0,0,
3.842164,11.4375,4,4.076613,2.949886,-0.25,0,1,0,0,
3.83125,11.375,4,4.054518,2.899886,0,0,1,0,0,
3.820202,11.3125,4,4.032125,2.849886,0.25,1,0,0,0,
3.894174,12.25,3,4.009425,2.799886,0,1,0,0,0,
3.883301,12.1875,3,3.986406,2.749886,0.25,1,0,0,0,
3.951534,13.125,2,3.963056,2.699886,0,1,0,0,0,
3.940764,13.0625,2,3.939363,2.649886,0.25,0,0,1,0,
4.236552,13,2,5.320689,10.59989,-7.5,0,0,1,0,
4.229903,12.9375,2,5.310961,10.54989,-7.25,0,0,1,0,
4.223223,12.875,2,5.30121,10.49989,-7,0,0,1,0,
4.216511,12.8125,2,5.291436,10.44989,-6.75,0,0,1,0,
4.209768,12.75,2,5.28164,10.39989,-6.5,0,0,1,0,
4.202993,12.6875,2,5.271821,10.34988,-6.25,0,0,1,0,
4.196186,12.625,2,5.261978,10.29988,-6,0,0,1,0,
4.189346,12.5625,2,5.252111,10.24988,-5.75,0,0,1,0,
4.182474,12.5,2,5.242221,10.19988,-5.5,0,0,1,0,
4.175569,12.4375,2,5.232307,10.14988,-5.25,0,0,1,0,
4.16863,12.375,2,5.222368,10.09988,-5,0,0,1,0,
4.161656,12.3125,2,5.212406,10.04988,-4.75,0,0,1,0,
4.154649,12.25,2,5.202418,9.999884,-4.5,0,0,1,0,
4.147608,12.1875,2,5.192405,9.949883,-4.25,0,0,1,0,
4.140532,12.125,2,5.182367,9.899883,-4,0,0,1,0,
4.13342,12.0625,2,5.172304,9.849883,-3.75,0,0,1,0,
4.126272,12,2,5.162214,9.799883,-3.5,0,0,1,0,
4.119089,11.9375,2,5.152099,9.749883,-3.25,0,0,1,0,
4.111869,11.875,2,5.141957,9.699883,-3,0,0,1,0,
4.104613,11.8125,2,5.131789,9.649882,-2.75,0,0,1,0,
4.097319,11.75,2,5.121594,9.599882,-2.5,0,0,1,0,
4.089988,11.6875,2,5.111372,9.549882,-2.25,0,0,1,0,
4.082619,11.625,2,5.101123,9.499882,-2,0,0,1,0,
4.075211,11.5625,2,5.090845,9.449882,-1.75,0,0,1,0,
4.067765,11.5,2,5.08054,9.399881,-1.5,0,0,1,0,
4.060279,11.4375,2,5.070207,9.349881,-1.25,0,0,1,0,
4.052753,11.375,2,5.059844,9.299881,-1,0,0,1,0,
4.045188,11.3125,2,5.049453,9.249881,-0.75,0,0,1,0,
4.037582,11.25,2,5.039033,9.199881,-0.5,0,0,1,0,
4.029935,11.1875,2,5.028584,9.14988,-0.25,0,0,1,0,
4.022247,11.125,2,5.018104,9.09988,0,0,0,1,0,
4.014517,11.0625,2,5.007594,9.04988,0.25,1,0,0,0,
4.093755,12,1,4.997053,8.99988,0,1,0,0,0,
4.086415,11.9375,1,4.986482,8.94988,0.25,0,0,0,1,
4.118444,11.875,1,5.175879,8.899879,-1.5,0,0,0,1,
4.111111,11.8125,1,5.165246,8.849879,-1.25,0,0,0,1,
4.103739,11.75,1,5.15458,8.799879,-1,0,0,0,1,
4.096328,11.6875,1,5.143882,8.749879,-0.75,0,0,0,1,
4.088878,11.625,1,5.133151,8.699879,-0.5,0,0,0,1,
4.081388,11.5625,1,5.122387,8.649879,-0.25,0,0,0,1,
4.073857,11.5,1,5.111589,8.599878,0,0,0,0,1,
4.066287,11.4375,1,5.100758,8.549878,0.25,0,1,0,0,
4.058675,11.375,2,5.089893,8.499878,-1.5,0,1,0,0,
4.051022,11.3125,2,5.078993,8.449878,-1.25,0,1,0,0,
4.043326,11.25,2,5.068058,8.399878,-1,0,1,0,0,
4.035588,11.1875,2,5.057087,8.349877,-0.75,0,1,0,0,
4.027807,11.125,2,5.046082,8.299877,-0.5,0,1,0,0,
4.019982,11.0625,2,5.035039,8.249877,-0.25,0,1,0,0,
4.012114,11,2,5.023959,8.199877,0,0,1,0,0,
4.0042,10.9375,2,5.012843,8.149877,0.25,0,1,0,0,
3.996242,10.875,3,5.001689,8.099876,-1.5,0,1,0,0,
3.988238,10.8125,3,4.990497,8.049876,-1.25,0,1,0,0,
3.980188,10.75,3,4.979266,7.999876,-1,0,1,0,0,
3.972091,10.6875,3,4.967996,7.949876,-0.75,0,1,0,0,
3.963947,10.625,3,4.956687,7.899876,-0.5,0,1,0,0,
3.955755,10.5625,3,4.945337,7.849875,-0.25,0,1,0,0,
3.947515,10.5,3,4.933947,7.799875,0,0,1,0,0,
3.939225,10.4375,3,4.922516,7.749875,0.25,1,0,0,0,
4.022904,11.375,2,4.911043,7.699875,0,1,0,0,0,
4.015047,11.3125,2,4.899529,7.649875,0.25,1,0,0,0,
4.092303,12.25,1,4.887971,7.599874,0,1,0,0,0,
4.084812,12.1875,1,4.876369,7.549874,0.25,0,1,0,0,
4.07728,12.125,2,4.864725,7.499874,-1.5,0,1,0,0,
4.069706,12.0625,2,4.853036,7.449874,-1.25,0,1,0,0,
4.06209,12,2,4.841301,7.399874,-1,0,1,0,0,
4.054432,11.9375,2,4.829522,7.349874,-0.75,0,1,0,0,
4.046731,11.875,2,4.817695,7.299873,-0.5,0,1,0,0,
4.038987,11.8125,2,4.805822,7.249873,-0.25,0,1,0,0,
4.031198,11.75,2,4.793901,7.199873,0,0,1,0,0,
4.023365,11.6875,2,4.781932,7.149873,0.25,0,1,0,0,
4.015486,11.625,3,4.769915,7.099873,-1.5,0,1,0,0,
4.007562,11.5625,3,4.757847,7.049872,-1.25,0,1,0,0,
3.999592,11.5,3,4.745729,6.999872,-1,0,1,0,0,
3.991575,11.4375,3,4.733561,6.949872,-0.75,0,1,0,0,
3.98351,11.375,3,4.72134,6.899872,-0.5,0,1,0,0,
3.975398,11.3125,3,4.709067,6.849872,-0.25,0,1,0,0,
3.967237,11.25,3,4.696741,6.799871,0,0,1,0,0,
3.959026,11.1875,3,4.684361,6.749871,0.25,1,0,0,0,
4.036841,12.125,2,4.671925,6.699871,0,1,0,0,0,
4.028996,12.0625,2,4.659434,6.649871,0.25,0,1,0,0,
4.021104,12,3,4.646887,6.599871,-1.5,0,1,0,0,
4.013166,11.9375,3,4.634282,6.54987,-1.25,0,1,0,0,
4.00518,11.875,3,4.621619,6.49987,-1,0,1,0,0,
3.997147,11.8125,3,4.608896,6.44987,-0.75,0,1,0,0,
3.989065,11.75,3,4.596114,6.39987,-0.5,0,1,0,0,
3.980933,11.6875,3,4.583271,6.34987,-0.25,0,1,0,0,
3.972751,11.625,3,4.570365,6.29987,0,0,1,0,0,
